year,team,team_code,shirt_number,player,position,position_group,rating,is_legend
1958,Soviet Union,urs,5,Voinov,Right midfielder,Midfield,84,true
1958,Soviet Union,urs,10,Salnikov,Attacking midfielder,Midfield,80,false
1958,Soviet Union,urs,3,Krizhevsky,Defensive midfielder,Midfield,78,false
1958,Soviet Union,urs,15,Maslyonkin,Defensive midfielder,Midfield,77,false
1958,Soviet Union,urs,18,Bubukin,Attacking midfielder,Midfield,75,false
1958,Soviet Union,urs,16,Tsarev,Right midfielder,Midfield,74,false
1958,Soviet Union,urs,21,Fedosov,Attacking midfielder,Midfield,73,false
1958,Soviet Union,urs,20,Falin,Attacking midfielder,Midfield,72,false
1958,Soviet Union,urs,9,Simonyan,Centre-forward,Attack,85,true
1958,Soviet Union,urs,11,Ilyin,Left winger,Attack,80,false
1958,Soviet Union,urs,19,Gusarov,Centre-forward,Attack,73,false
1958,Soviet Union,urs,7,Apukhtin,Right winger,Attack,72,false
1958,Soviet Union,urs,17,A. Ivanov,Centre-forward,Attack,72,false
1958,Yugoslavia,yug,1,Beara,Goalkeeper,Goalkeepers,90,true
1958,Yugoslavia,yug,2,Krivokuća,Goalkeeper,Goalkeepers,71,false
1958,Yugoslavia,yug,4,Crnković,Left-back,Defence,80,false
1958,Yugoslavia,yug,11,Popović,Right-back,Defence,74,false
1958,Yugoslavia,yug,3,Šijaković,Centre-back,Defence,72,false
1958,Yugoslavia,yug,14,Milorad Milutinović,Right-back,Defence,71,false
1958,Yugoslavia,yug,5,Tomić,Centre-back,Defence,70,false
1958,Yugoslavia,yug,9,Boškov,Right midfielder,Midfield,86,true
1958,Yugoslavia,yug,6,Zebec,Defensive midfielder,Midfield,85,true
1958,Yugoslavia,yug,15,Šekularac,Midfielder,Midfield,84,true
1958,Yugoslavia,yug,8,Krstić,Defensive midfielder,Midfield,76,false
1958,Yugoslavia,yug,17,Rajkov,Right midfielder,Midfield,74,false
1958,Yugoslavia,yug,10,Šantek,Defensive midfielder,Midfield,73,false
1958,Yugoslavia,yug,13,Veselinović,Centre-forward,Attack,83,false
1958,Yugoslavia,yug,7,M. Milutinović,Centre-forward,Attack,82,false
1958,Yugoslavia,yug,12,Petaković,Centre-forward,Attack,76,false
1958,Yugoslavia,yug,16,Pašić,Left winger,Attack,73,false
1958,Yugoslavia,yug,18,Lipošinović,Right winger,Attack,72,false
1958,Yugoslavia,yug,19,Ognjanović,Left winger,Attack,71,false
1958,Argentina,arg,1,Carrizo,Goalkeeper,Goalkeepers,84,true
1958,Argentina,arg,12,Musimessi,Goalkeeper,Goalkeepers,75,false
1958,Argentina,arg,17,Ramos Delgado,Centre-back,Defence,79,false
1958,Argentina,arg,2,Dellacha,Centre-back,Defence,78,false
1958,Argentina,arg,3,Vairo,Centre-back,Defence,77,false
1958,Argentina,arg,4,Lombardo,Right-back,Defence,76,false
1958,Argentina,arg,13,Pérez,Centre-back,Defence,72,false
1958,Argentina,arg,14,Edwards,Centre-back,Defence,72,false
1958,Argentina,arg,15,Acevedo,Left-back,Defence,71,false
1958,Argentina,arg,5,Rossi,Defensive midfielder,Midfield,81,false
1958,Argentina,arg,6,Varacka,Right midfielder,Midfield,76,false
1958,Argentina,arg,16,Mouriño,Right midfielder,Midfield,76,false
1958,Argentina,arg,11,Labruna,Centre-forward,Attack,85,true
1958,Argentina,arg,7,Corbatta,Right winger,Attack,84,true
1958,Argentina,arg,21,Sanfilippo,Centre-forward,Attack,82,true
1958,Argentina,arg,9,Menéndez,Centre-forward,Attack,78,false
1958,Argentina,arg,8,Prado,Centre-forward,Attack,76,false
1958,Argentina,arg,20,Infante,Centre-forward,Attack,74,false
1958,Argentina,arg,10,Rojas,Centre-forward,Attack,73,false
1958,Argentina,arg,22,Cruz,Left winger,Attack,72,false
1958,Argentina,arg,19,Avio,Centre-forward,Attack,71,false
1958,Argentina,arg,18,Boggio,Centre-forward,Attack,70,false
1958,Hungary,hun,1,Grosics,Goalkeeper,Goalkeepers,88,true
1958,Hungary,hun,22,Ilku,Goalkeeper,Goalkeepers,70,false
1958,Hungary,hun,2,Mátrai,Centre-back,Defence,79,false
1958,Hungary,hun,4,L. Sárosi,Centre-back,Defence,74,false
1958,Hungary,hun,12,Kárpáti,Centre-back,Defence,73,false
1958,Hungary,hun,13,Szigeti,Centre-back,Defence,70,false
1958,Hungary,hun,5,Bozsik,Defensive midfielder,Midfield,87,true
1958,Hungary,hun,9,Hidegkuti,Attacking midfielder,Midfield,85,true
1958,Hungary,hun,3,Sipos,Defensive midfielder,Midfield,78,false
1958,Hungary,hun,6,Berendy,Right midfielder,Midfield,73,false
1958,Hungary,hun,14,Szojka,Attacking midfielder,Midfield,73,false
1958,Hungary,hun,15,Kotász,Right midfielder,Midfield,72,false
1958,Hungary,hun,8,Tichy,Centre-forward,Attack,84,true
1958,Hungary,hun,7,Budai,Right winger,Attack,80,false
1958,Hungary,hun,11,K. Sándor,Right winger,Attack,80,false
1958,Hungary,hun,21,Fenyvesi,Left winger,Attack,76,false
1958,Hungary,hun,10,Bundzsák,Centre-forward,Attack,73,false
1958,Hungary,hun,18,Monostori,Centre-forward,Attack,70,false
1958,Hungary,hun,16,Lachos,Centre-forward,Attack,69,false
1958,Hungary,hun,17,Vasas,Centre-forward,Attack,69,false
1958,Hungary,hun,19,Friedmanszky,Right winger,Attack,69,false
1958,Hungary,hun,20,Bencsics,Centre-forward,Attack,69,false
1958,Northern Ireland,nir,1,Gregg,Goalkeeper,Goalkeepers,85,true
1958,Northern Ireland,nir,12,Uprichard,Goalkeeper,Goalkeepers,73,false
1958,Northern Ireland,nir,18,Rea,Goalkeeper,Goalkeepers,67,false
1958,Northern Ireland,nir,3,McMichael,Left-back,Defence,80,false
1958,Northern Ireland,nir,2,Cunningham,Right-back,Defence,78,false
1958,Northern Ireland,nir,5,Keith,Right-back,Defence,76,false
1958,Northern Ireland,nir,19,Graham,Left-back,Defence,72,false
1958,Northern Ireland,nir,21,Hamill,Centre-back,Defence,67,false
1958,Northern Ireland,nir,4,Blanchflower,Midfielder,Midfield,89,true
1958,Northern Ireland,nir,10,McIlroy,Midfielder,Midfield,86,true
1958,Northern Ireland,nir,6,Peacock,Defensive midfielder,Midfield,80,false
1958,Northern Ireland,nir,8,Cush,Midfielder,Midfield,79,false
1958,Northern Ireland,nir,13,Casey,Defensive midfielder,Midfield,74,false
1958,Northern Ireland,nir,20,Chapman,Defensive midfielder,Midfield,67,false
1958,Northern Ireland,nir,11,McParland,Left winger,Attack,83,true
1958,Northern Ireland,nir,7,Bingham,Right winger,Attack,81,true
1958,Northern Ireland,nir,9,Simpson,Centre-forward,Attack,76,false
1958,Northern Ireland,nir,16,Dougan,Centre-forward,Attack,75,false
1958,Northern Ireland,nir,14,Scott,Right winger,Attack,71,false
1958,Northern Ireland,nir,15,McCrory,Centre-forward,Attack,70,false
1958,Northern Ireland,nir,17,Coyle,Centre-forward,Attack,70,false
1958,Northern Ireland,nir,22,Trainor,Right winger,Attack,67,false
1958,Paraguay,par,1,Mayeregger,Goalkeeper,Goalkeepers,77,false
1958,Paraguay,par,12,Aguilar,Goalkeeper,Goalkeepers,73,false
1958,Paraguay,par,2,Arévalo,Centre-back,Defence,78,false
1958,Paraguay,par,4,Achúcarro,Centre-back,Defence,78,false
1958,Paraguay,par,6,Echagüe,Centre-back,Defence,76,false
1958,Paraguay,par,13,Gini,Centre-back,Defence,74,false
1958,Paraguay,par,14,Segovia,Centre-back,Defence,74,false
1958,Paraguay,par,17,Miranda,Centre-back,Defence,73,false
1958,Paraguay,par,10,Aguilera,Attacking midfielder,Midfield,78,false
1958,Paraguay,par,5,Villalba,Right midfielder,Midfield,77,false
1958,Paraguay,par,3,J. Lezcano,Right midfielder,Midfield,76,false
1958,Paraguay,par,15,Santos Silva,Right midfielder,Midfield,72,false
1958,Paraguay,par,7,Agüero,Centre-forward,Attack,83,false
1958,Paraguay,par,21,Ré,Centre-forward,Attack,82,true
1958,Paraguay,par,11,Amarilla,Left winger,Attack,81,false
1958,Paraguay,par,9,Romero,Centre-forward,Attack,80,false
1958,Paraguay,par,8,Parodi,Centre-forward,Attack,78,false
1958,Paraguay,par,18,Penayo,Centre-forward,Attack,73,false
1958,Paraguay,par,20,Aveiro,Centre-forward,Attack,73,false
1958,Paraguay,par,16,C. Lezcano,Centre-forward,Attack,72,false
1958,Paraguay,par,19,E. Insfrán,Right winger,Attack,72,false
1958,Paraguay,par,22,El. Insfrán,Left winger,Attack,71,false
1958,Wales,wal,1,Kelsey,Goalkeeper,Goalkeepers,84,true
1958,Wales,wal,13,Vearncombe,Goalkeeper,Goalkeepers,69,false
1958,Wales,wal,12,K. Jones,Goalkeeper,Goalkeepers,68,false
1958,Wales,wal,2,S. Williams,Right-back,Defence,76,false
1958,Wales,wal,3,Hopkins,Left-back,Defence,76,false
1958,Wales,wal,4,Sullivan,Centre-back,Defence,74,false
1958,Wales,wal,14,T. Edwards,Right-back,Defence,71,false
1958,Wales,wal,15,C. Baker,Centre-back,Defence,70,false
1958,Wales,wal,10,I. Allchurch,Midfielder,Midfield,85,true
1958,Wales,wal,5,M. Charles,Defensive midfielder,Midfield,80,false
1958,Wales,wal,6,Bowen,Defensive midfielder,Midfield,79,false
1958,Wales,wal,18,Vernon,Midfielder,Midfield,76,false
1958,Wales,wal,8,Hewitt,Midfielder,Midfield,73,false
1958,Wales,wal,16,Crowe,Defensive midfielder,Midfield,72,false
1958,Wales,wal,20,Elsworthy,Defensive midfielder,Midfield,71,false
1958,Wales,wal,9,J. Charles,Centre-forward,Attack,92,true
1958,Wales,wal,11,C. Jones,Left winger,Attack,84,true
1958,Wales,wal,7,Medwin,Right winger,Attack,78,false
1958,Wales,wal,19,Webster,Centre-forward,Attack,73,false
1958,Wales,wal,21,L. Allchurch,Right winger,Attack,73,false
1958,Wales,wal,17,Leek,Centre-forward,Attack,72,false
1958,Wales,wal,22,G. Baker,Right winger,Attack,68,false
1962,Brazil,bra,1,Gilmar,Goalkeeper,Goalkeepers,88,true
1962,Brazil,bra,22,Castilho,Goalkeeper,Goalkeepers,78,false
1962,Brazil,bra,2,Djalma Santos,Right-back,Defence,89,true
1962,Brazil,bra,6,Nílton Santos,Left-back,Defence,88,true
1962,Brazil,bra,3,Mauro,Centre-back,Defence,82,true
1962,Brazil,bra,13,Bellini,Centre-back,Defence,82,true
1962,Brazil,bra,5,Zózimo,Centre-back,Defence,79,false
1962,Brazil,bra,15,Altair,Left-back,Defence,76,false
1962,Brazil,bra,12,Jair Marinho,Right-back,Defence,74,false
1962,Brazil,bra,14,Jurandir,Centre-back,Defence,71,false
1962,Brazil,bra,8,Didi,Midfielder,Midfield,88,true
1962,Brazil,bra,4,Zito,Defensive midfielder,Midfield,83,false
1962,Brazil,bra,17,Mengálvio,Midfielder,Midfield,75,false
1962,Brazil,bra,16,Zequinha,Midfielder,Midfield,74,false
1962,Brazil,bra,7,Garrincha,Right winger,Attack,98,true
1962,Brazil,bra,10,Pelé,Centre-forward,Attack,94,true
1962,Brazil,bra,19,Vavá,Centre-forward,Attack,85,true
1962,Brazil,bra,21,Zagallo,Left winger,Attack,84,true
1962,Brazil,bra,11,Pepe,Left winger,Attack,83,false
1962,Brazil,bra,20,Amarildo,Centre-forward,Attack,83,false
1962,Brazil,bra,9,Coutinho,Centre-forward,Attack,80,false
1962,Brazil,bra,18,Jair da Costa,Right winger,Attack,76,false
1962,Spain,esp,1,Araquistáin,Goalkeeper,Goalkeepers,80,false
1962,Spain,esp,3,Carmelo,Goalkeeper,Goalkeepers,79,false
1962,Spain,esp,2,Sadurní,Goalkeeper,Goalkeepers,78,false
1962,Spain,esp,19,Santamaría,Centre-back,Defence,88,true
1962,Spain,esp,8,Garay,Centre-back,Defence,83,false
1962,Spain,esp,11,Rivilla,Right-back,Defence,79,false
1962,Spain,esp,13,Pachín,Centre-back,Defence,79,false
1962,Spain,esp,16,Reija,Left-back,Defence,78,false
1962,Spain,esp,10,Gràcia,Right-back,Defence,77,false
1962,Spain,esp,17,Rodri,Left-back,Defence,74,false
1962,Spain,esp,7,Echeberría,Centre-back,Defence,73,false
1962,Spain,esp,21,Luis Suárez,Midfielder,Midfield,93,true
1962,Spain,esp,5,Del Sol,Attacking midfielder,Midfield,84,false
1962,Spain,esp,20,Segarra,Defensive midfielder,Midfield,83,false
1962,Spain,esp,18,Adelardo,Defensive midfielder,Midfield,80,false
1962,Spain,esp,22,Vergés,Right midfielder,Midfield,79,false
1962,Spain,esp,6,Di Stéfano,Centre-forward,Attack,90,true
1962,Spain,esp,9,Gento,Left winger,Attack,90,true
1962,Spain,esp,14,Puskás,Centre-forward,Attack,89,true
1962,Spain,esp,12,Peiró,Centre-forward,Attack,82,false
1962,Spain,esp,4,Collar,Left winger,Attack,80,false
1962,Spain,esp,15,E. Martínez,Centre-forward,Attack,79,false
1962,England,eng,1,Springett,Goalkeeper,Goalkeepers,79,false
1962,England,eng,12,Hodgkinson,Goalkeeper,Goalkeepers,74,false
1962,England,eng,16,Moore,Centre-back,Defence,84,true
1962,England,eng,3,Wilson,Left-back,Defence,83,true
1962,England,eng,2,Armfield,Right-back,Defence,82,false
1962,England,eng,15,Norman,Centre-back,Defence,79,false
1962,England,eng,5,Swan,Centre-back,Defence,78,false
1962,England,eng,21,Howe,Right-back,Defence,76,false
1962,England,eng,11,Charlton,Left midfielder,Midfield,89,true
1962,England,eng,10,Haynes,Midfielder,Midfield,84,true
1962,England,eng,4,Robson,Right midfielder,Midfield,80,false
1962,England,eng,6,Flowers,Defensive midfielder,Midfield,80,false
1962,England,eng,20,Eastham,Midfielder,Midfield,76,false
1962,England,eng,14,Anderson,Right midfielder,Midfield,73,false
1962,England,eng,22,Adamson,Defensive midfielder,Midfield,73,false
1962,England,eng,8,Greaves,Centre-forward,Attack,89,true
1962,England,eng,18,Hunt,Centre-forward,Attack,81,true
1962,England,eng,17,Douglas,Right winger,Attack,80,false
1962,England,eng,7,Connelly,Right winger,Attack,78,false
1962,England,eng,9,Hitchens,Centre-forward,Attack,77,false
1962,England,eng,13,Kevan,Centre-forward,Attack,75,false
1962,England,eng,19,Peacock,Centre-forward,Attack,73,false
1962,Italy,ita,1,Buffon,Goalkeeper,Goalkeepers,82,false
1962,Italy,ita,13,Albertosi,Goalkeeper,Goalkeepers,80,false
1962,Italy,ita,12,Mattrel,Goalkeeper,Goalkeepers,73,false
1962,Italy,ita,5,Maldini,Centre-back,Defence,83,true
1962,Italy,ita,4,Salvadore,Centre-back,Defence,80,false
1962,Italy,ita,2,Losi,Centre-back,Defence,79,false
1962,Italy,ita,3,Radice,Left-back,Defence,76,false
1962,Italy,ita,16,Robotti,Left-back,Defence,76,false
1962,Italy,ita,18,David,Centre-back,Defence,75,false
1962,Italy,ita,19,Janich,Centre-back,Defence,75,false
1962,Italy,ita,20,Tumburus,Centre-back,Defence,75,false
1962,Italy,ita,6,Trapattoni,Right midfielder,Midfield,82,true
1962,Italy,ita,8,Maschio,Attacking midfielder,Midfield,82,false
1962,Italy,ita,14,Rivera,Midfielder,Midfield,81,true
1962,Italy,ita,22,Bulgarelli,Midfielder,Midfield,79,false
1962,Italy,ita,21,Ferrini,Right midfielder,Midfield,76,false
1962,Italy,ita,10,Sívori,Left winger,Attack,89,true
1962,Italy,ita,9,Altafini,Centre-forward,Attack,86,true
1962,Italy,ita,17,Pascutti,Left winger,Attack,78,false
1962,Italy,ita,7,Mora,Right winger,Attack,76,false
1962,Italy,ita,11,Menichelli,Centre-forward,Attack,76,false
1962,Italy,ita,15,Sormani,Centre-forward,Attack,76,false
1962,Soviet Union,urs,1,Yashin,Goalkeeper,Goalkeepers,95,true
1962,Soviet Union,urs,2,Maslachenko,Goalkeeper,Goalkeepers,76,false
1962,Soviet Union,urs,3,Kotrikadze,Goalkeeper,Goalkeepers,73,false
1962,Soviet Union,urs,12,Voronin,Centre-back,Defence,84,true
1962,Soviet Union,urs,7,Maslyonkin,Centre-back,Defence,79,false
1962,Soviet Union,urs,8,Shesternyov,Centre-back,Defence,79,true
1962,Soviet Union,urs,4,Dubinski,Right-back,Defence,77,false
1962,Soviet Union,urs,5,Chokheli,Centre-back,Defence,77,false
1962,Soviet Union,urs,6,Ostrovskiy,Left-back,Defence,76,false
1962,Soviet Union,urs,14,Ivanov,Attacking midfielder,Midfield,89,true
1962,Soviet Union,urs,10,Netto,Defensive midfielder,Midfield,86,true
1962,Soviet Union,urs,11,Sabo,Defensive midfielder,Midfield,76,false
1962,Soviet Union,urs,9,Manoshin,Right midfielder,Midfield,74,false
1962,Soviet Union,urs,18,Metreveli,Right winger,Attack,82,false
1962,Soviet Union,urs,19,Ponedelnik,Centre-forward,Attack,82,true
1962,Soviet Union,urs,17,Meskhi,Left winger,Attack,81,false
1962,Soviet Union,urs,22,Chislenko,Right winger,Attack,79,false
1962,Soviet Union,urs,21,Khusainov,Left winger,Attack,76,false
1962,Soviet Union,urs,13,Gusarov,Centre-forward,Attack,75,false
1962,Soviet Union,urs,16,Mamykin,Centre-forward,Attack,75,false
1962,Soviet Union,urs,20,Serebryanikov,Left winger,Attack,74,false
1962,Soviet Union,urs,15,Kanevski,Centre-forward,Attack,73,false
1962,Czechoslovakia,tch,1,Schrojf,Goalkeeper,Goalkeepers,86,true
1962,Czechoslovakia,tch,13,Schmucker,Goalkeeper,Goalkeepers,71,false
1962,Czechoslovakia,tch,21,Kouba,Goalkeeper,Goalkeepers,70,false
1962,Czechoslovakia,tch,3,Popluhár,Centre-back,Defence,86,true
1962,Czechoslovakia,tch,4,Novák,Left-back,Defence,83,true
1962,Czechoslovakia,tch,2,Lála,Right-back,Defence,76,false
1962,Czechoslovakia,tch,22,Bomba,Centre-back,Defence,72,false
1962,Czechoslovakia,tch,6,Masopust,Midfielder,Midfield,90,true
1962,Czechoslovakia,tch,5,Pluskal,Right midfielder,Midfield,82,true
1962,Czechoslovakia,tch,19,Kvašňák,Attacking midfielder,Midfield,79,false
1962,Czechoslovakia,tch,12,Tichý,Defensive midfielder,Midfield,75,false
1962,Czechoslovakia,tch,16,Buberník,Right midfielder,Midfield,75,false
1962,Czechoslovakia,tch,8,Scherer,Centre-forward,Attack,83,false
1962,Czechoslovakia,tch,9,Molnár,Left winger,Attack,78,false
1962,Czechoslovakia,tch,10,Adamec,Centre-forward,Attack,78,false
1962,Czechoslovakia,tch,7,Štibrányi,Right winger,Attack,76,false
1962,Czechoslovakia,tch,11,Jelínek,Left winger,Attack,76,false
1962,Czechoslovakia,tch,18,Kadraba,Centre-forward,Attack,76,false
1962,Czechoslovakia,tch,14,Mašek,Centre-forward,Attack,74,false
1962,Czechoslovakia,tch,17,Pospíchal,Right winger,Attack,74,false
1962,Czechoslovakia,tch,20,Borovička,Centre-forward,Attack,73,false
1962,Czechoslovakia,tch,15,Kos,Left winger,Attack,72,false
1962,Chile,chi,1,Escuti,Goalkeeper,Goalkeepers,81,false
1962,Chile,chi,12,Godoy,Goalkeeper,Goalkeepers,73,false
1962,Chile,chi,2,Eyzaguirre,Right-back,Defence,82,true
1962,Chile,chi,3,R. Sánchez,Centre-back,Defence,78,false
1962,Chile,chi,4,Navarro,Centre-back,Defence,78,false
1962,Chile,chi,13,S. Valdés,Centre-back,Defence,75,false
1962,Chile,chi,14,Lepe,Centre-back,Defence,72,false
1962,Chile,chi,15,M. Rodríguez,Left-back,Defence,72,false
1962,Chile,chi,16,Cruz,Right-back,Defence,72,false
1962,Chile,chi,6,E. Rojas,Defensive midfielder,Midfield,81,false
1962,Chile,chi,8,Toro,Attacking midfielder,Midfield,81,false
1962,Chile,chi,5,Contreras,Defensive midfielder,Midfield,76,false
1962,Chile,chi,17,Ortiz,Right midfielder,Midfield,76,false
1962,Chile,chi,11,L. Sánchez,Left winger,Attack,88,true
1962,Chile,chi,7,J. Ramírez,Right winger,Attack,79,false
1962,Chile,chi,10,Fouilloux,Right winger,Attack,79,false
1962,Chile,chi,9,Landa,Centre-forward,Attack,78,false
1962,Chile,chi,18,Moreno,Centre-forward,Attack,75,false
1962,Chile,chi,20,Campos,Centre-forward,Attack,75,false
1962,Chile,chi,19,Musso,Left winger,Attack,74,false
1962,Germany,ger,1,Tilkowski,Goalkeeper,Goalkeepers,80,false
1962,Germany,ger,22,Fahrian,Goalkeeper,Goalkeepers,74,false
1962,Germany,ger,21,Sawitzki,Goalkeeper,Goalkeepers,73,false
1962,Germany,ger,3,Schnellinger,Left-back,Defence,85,true
1962,Germany,ger,2,Erhardt,Centre-back,Defence,79,false
1962,Germany,ger,12,Nowak,Right-back,Defence,75,false
1962,Germany,ger,5,Wilden,Centre-back,Defence,74,false
1962,Germany,ger,13,Kurbjuhn,Left-back,Defence,72,false
1962,Germany,ger,11,Schäfer,Left midfielder,Midfield,83,true
1962,Germany,ger,6,Szymaniak,Defensive midfielder,Midfield,81,false
1962,Germany,ger,10,Brülls,Left midfielder,Midfield,80,false
1962,Germany,ger,4,Schulz,Defensive midfielder,Midfield,79,false
1962,Germany,ger,15,Giesemann,Right midfielder,Midfield,74,false
1962,Germany,ger,16,Sturm,Left midfielder,Midfield,73,false
1962,Germany,ger,18,Herrmann,Left midfielder,Midfield,73,false
1962,Germany,ger,7,Koslowski,Left midfielder,Midfield,72,false
1962,Germany,ger,14,Werner,Defensive midfielder,Midfield,72,false
1962,Germany,ger,9,Seeler,Centre-forward,Attack,87,true
1962,Germany,ger,8,Haller,Centre-forward,Attack,84,true
1962,Germany,ger,17,Kraus,Right winger,Attack,73,false
1962,Germany,ger,20,Vollmar,Left winger,Attack,73,false
1962,Germany,ger,19,Strehl,Centre-forward,Attack,72,false
1962,Hungary,hun,1,Grosics,Goalkeeper,Goalkeepers,84,true
1962,Hungary,hun,21,Szentmihályi,Goalkeeper,Goalkeepers,75,false
1962,Hungary,hun,22,Ilku,Goalkeeper,Goalkeepers,71,false
1962,Hungary,hun,2,Mátrai,Centre-back,Defence,83,false
1962,Hungary,hun,3,Mészöly,Centre-back,Defence,80,true
1962,Hungary,hun,5,Solymosi,Left-back,Defence,80,false
1962,Hungary,hun,4,Sárosi,Centre-back,Defence,78,false
1962,Hungary,hun,12,Sóvári,Centre-back,Defence,73,false
1962,Hungary,hun,13,Ihász,Centre-back,Defence,72,false
1962,Hungary,hun,8,Göröcs,Attacking midfielder,Midfield,81,false
1962,Hungary,hun,6,Sipos,Right midfielder,Midfield,80,false
1962,Hungary,hun,14,Nagy,Right midfielder,Midfield,71,false
1962,Hungary,hun,15,Mencel,Right midfielder,Midfield,70,false
1962,Hungary,hun,9,Albert,Centre-forward,Attack,88,true
1962,Hungary,hun,10,Tichy,Centre-forward,Attack,85,true
1962,Hungary,hun,7,Sándor,Right winger,Attack,82,false
1962,Hungary,hun,11,Fenyvesi,Left winger,Attack,80,false
1962,Hungary,hun,16,Farkas,Centre-forward,Attack,78,false
1962,Hungary,hun,17,Rákosi,Right winger,Attack,74,false
1962,Hungary,hun,18,Monostori,Centre-forward,Attack,71,false
1962,Hungary,hun,19,Kuharszki,Centre-forward,Attack,70,false
