year;team;name;position;rating;rating_ext;diff;is_collectible;is_legend
1990;TCH;Luboš Kubík;CM;80;80;0;false;false
1990;TCH;Jozef Chovanec;CM;80;80;0;false;false
1994;BRA;Leonardo;LB;80;80;0;false;false
1994;BRA;Raí;AM;80;80;0;false;false
1994;BUL;Yordan Letchkov;AM;80;80;0;false;false
1994;ITA;Giuseppe Signori;ST;80;80;0;false;false
1994;NED;Danny Blind;CB;80;80;0;false;false
1994;NED;Jan Wouters;DM;80;80;0;false;false
1994;ROU;Miodrag Belodedici;CB;80;80;0;false;false
1994;SWE;Anders Limpar;RW;80;80;0;false;false
1998;ARG;Marcelo Gallardo;AM;80;80;0;false;false
1998;CHI;Javier Margas;CB;80;80;0;false;false
1998;CRO;Mario Stanić;RM;80;80;0;false;false
1998;ENG;Steve McManaman;LW;80;80;0;false;false
1998;FRA;Frank Leboeuf;CB;80;80;0;false;false
1998;GER;Thomas Häßler;RM;80;80;0;false;false
1998;GER;Dietmar Hamann;DM;80;80;0;false;false
1998;ITA;Gianluigi Buffon;GK;80;80;0;false;false
1998;ITA;Enrico Chiesa;RW;80;80;0;false;false
1998;NED;Wim Jonk;CM;80;80;0;false;false
1998;NED;Jimmy Floyd Hasselbaink;ST;80;80;0;false;false
1998;NGA;Celestine Babayaro;LB;80;80;0;false;false
1998;YUG;Dejan Stanković;CM;80;80;0;false;false
2002;BRA;Roque Júnior;CB;80;80;0;false;false
2002;ESP;Juan Carlos Valerón;AM;80;80;0;false;false
2002;GER;Christian Ziege;LB;80;80;0;false;false
2002;ITA;Christian Panucci;RB;80;80;0;false;false
2002;JPN;Shinji Ono;CM;80;80;0;false;false
2002;TUR;Tugay Kerimoğlu;CM;80;80;0;false;false
2002;TUR;Yıldıray Baştürk;AM;80;80;0;false;false
2002;TUR;İlhan Mansız;ST;80;80;0;false;false
2002;USA;Kasey Keller;GK;80;80;0;false;false
2006;ARG;Gabriel Milito;CB;80;80;0;false;false
2006;AUS;Mark Bresciano;AM;80;80;0;false;false
2006;CZE;Tomáš Ujfaluší;CB;80;80;0;false;false
2006;ECU;Iván Hurtado;CB;80;80;0;false;true
2006;ECU;Agustín Delgado;ST;80;80;0;false;true
2006;FRA;Franck Ribéry;LW;80;80;0;false;false
2006;GER;Arne Friedrich;RB;80;80;0;false;false
2006;ITA;Mauro Camoranesi;RM;80;80;0;false;false
2010;BRA;Gilberto Silva;DM;80;80;0;false;false
2010;CIV;Emmanuel Eboué;RB;80;80;0;false;false
2010;ENG;Glen Johnson;RB;80;80;0;false;false
2010;ENG;Jermain Defoe;ST;80;80;0;false;false
2010;ESP;Pedro Rodríguez;RW;80;80;0;false;false
2010;PAR;Justo Villar;GK;80;80;0;false;false
2010;PAR;Nelson Valdez;ST;80;80;0;false;false
2010;POR;Bruno Alves;CB;80;80;0;false;false
2014;BEL;Marouane Fellaini;CM;80;80;0;false;false
2014;BEL;Mousa Dembélé;CM;80;80;0;false;false
2014;CHI;Charles Aránguiz;CM;80;80;0;false;false
2014;CIV;Cheick Tioté;DM;80;80;0;false;false
2014;COL;Teófilo Gutiérrez;ST;80;80;0;false;false
2014;COL;Carlos Bacca;ST;80;80;0;false;false
2014;CRC;Bryan Ruiz;AM;80;80;0;false;false
2014;GER;Lukas Podolski;LW;80;80;0;false;false
2014;GRE;Kostas Manolas;CB;80;80;0;false;false
2014;SUI;Granit Xhaka;CM;80;80;0;false;false
2018;COL;Santiago Arias;RB;80;80;0;false;false
2018;CRO;Domagoj Vida;CB;80;80;0;false;false
2018;CRO;Andrej Kramarić;ST;80;80;0;false;false
2018;ENG;Kieran Trippier;RB;80;80;0;false;false
2018;ENG;Harry Maguire;CB;80;80;0;false;false
2018;ESP;Rodrigo;ST;80;80;0;false;false
2018;SUI;Stephan Lichtsteiner;RB;80;80;0;false;false
2018;SUI;Manuel Akanji;CB;80;80;0;false;false
2018;URU;Fernando Muslera;GK;80;80;0;false;false
2018;URU;Matías Vecino;CM;80;80;0;false;false
1994;BRA;Branco;LB;79;79;0;false;false
1994;BUL;Trifon Ivanov;CB;79;79;0;false;false
1994;MEX;Carlos Hermosillo;ST;79;79;0;false;false
1994;USA;Marcelo Balboa;CB;79;79;0;false;false
1998;BRA;Emerson;DM;79;79;0;false;false
1998;COL;Iván Córdoba;CB;79;79;0;false;false
1998;COL;Víctor Aristizábal;ST;79;79;0;false;false
1998;CRO;Dario Šimić;RB;79;79;0;false;false
1998;ENG;Graeme Le Saux;LB;79;79;0;false;false
1998;ENG;Martin Keown;CB;79;79;0;false;false
1998;FRA;Vincent Candela;LB;79;79;0;false;false
1998;FRA;Christian Karembeu;RM;79;79;0;false;false
1998;ITA;Dino Baggio;DM;79;79;0;false;false
1998;ITA;Roberto Di Matteo;DM;79;79;0;false;false
1998;NED;Giovanni van Bronckhorst;LB;79;79;0;false;false
1998;NGA;Garba Lawal;DM;79;79;0;false;false
2002;FRA;Willy Sagnol;RB;79;79;0;false;false
2002;JPN;Junichi Inamoto;DM;79;79;0;false;false
2002;SEN;Khalilou Fadiga;AM;79;79;0;false;false
2006;ARG;Julio Cruz;ST;79;79;0;false;false
2006;CIV;Aruna Dindane;ST;79;79;0;false;false
2006;CZE;Tomáš Galásek;DM;79;79;0;false;false
2006;GER;Sebastian Kehl;DM;79;79;0;false;false
2006;GER;Oliver Neuville;ST;79;79;0;false;false
2006;SUI;Pascal Zuberbühler;GK;79;79;0;false;false
2006;SWE;Christian Wilhelmsson;RW;79;79;0;false;false
2010;ENG;Michael Carrick;DM;79;79;0;false;false
2010;ESP;Jesús Navas;RW;79;79;0;false;false
2014;CHI;Jorge Valdivia;AM;79;79;0;false;false
2014;COL;Cristián Zapata;CB;79;79;0;false;false
2014;FRA;Moussa Sissoko;CM;79;79;0;false;false
2018;COL;Juan Fernando Quintero;AM;79;79;0;false;false
2018;ESP;Nacho Monreal;LB;79;79;0;false;false
2022;JPN;Wataru Endō;DM;79;79;0;false;false
2022;JPN;Takefusa Kubo;RW;79;79;0;false;false
1990;IRL;Packie Bonner;GK;78;78;0;false;false
1990;ROU;Ioan Sabău;CM;78;78;0;false;false
1990;TCH;Jan Stejskal;GK;78;78;0;false;false
1994;BUL;Nasko Sirakov;ST;78;78;0;false;false
1994;ITA;Nicola Berti;CM;78;78;0;false;false
1994;NGA;Stephen Keshi;CB;78;78;0;false;false
1998;BRA;César Sampaio;DM;78;78;0;false;false
1998;COL;Faryd Mondragón;GK;78;78;0;false;false
1998;ENG;Nigel Martyn;GK;78;78;0;false;false
1998;FRA;Bernard Lama;GK;78;78;0;false;false
1998;GER;Jens Lehmann;GK;78;78;0;false;false
1998;GER;Christian Wörns;CB;78;78;0;false;false
1998;GER;Ulf Kirsten;ST;78;78;0;false;false
1998;ITA;Luigi Di Biagio;DM;78;78;0;false;false
1998;NED;Boudewijn Zenden;LM;78;78;0;false;false
1998;NED;Pierre van Hooijdonk;ST;78;78;0;false;false
1998;NGA;Uche Okechukwu;CB;78;78;0;false;false
1998;YUG;Ljubinko Drulović;LW;78;78;0;false;false
2002;ESP;Xavi;CM;78;78;0;false;false
2006;ECU;Carlos Tenorio;ST;78;78;0;false;false
2006;ENG;David James;GK;78;78;0;false;false
2006;FRA;Jean-Alain Boumsong;CB;78;78;0;false;false
2006;SUI;Raphaël Wicky;CM;78;78;0;false;false
2010;CIV;Aruna Dindane;ST;78;78;0;false;false
2010;ENG;Aaron Lennon;RM;78;78;0;false;false
2010;GER;Jérôme Boateng;RB;78;78;0;false;false
2010;GRE;Vasilis Torosidis;RB;78;78;0;false;false
2010;JPN;Yuji Nakazawa;CB;78;78;0;false;true
2010;MEX;Guillermo Ochoa;GK;78;78;0;false;false
2010;POR;Danny;AM;78;78;0;false;false
2014;BEL;Daniel Van Buyten;CB;78;78;0;false;false
2014;BEL;Nacer Chadli;LW;78;78;0;false;false
2014;CRC;Celso Borges;CM;78;78;0;false;false
2014;FRA;Loïc Rémy;ST;78;78;0;false;false
2014;NED;Bruno Martins Indi;CB;78;78;0;false;false
2018;ARG;Gabriel Mercado;RB;78;78;0;false;false
2018;ARG;Marcos Rojo;CB;78;78;0;false;false
2018;ARG;Giovani Lo Celso;CM;78;78;0;false;false
2018;COL;Jefferson Lerma;DM;78;78;0;false;false
2018;COL;Luis Muriel;ST;78;78;0;false;false
2018;EGY;Mohamed Elneny;CM;78;78;0;false;false
2018;FRA;Djibril Sidibé;RB;78;78;0;false;false
2018;MAR;Romain Saïss;CB;78;78;0;false;false
2018;SUI;Remo Freuler;CM;78;78;0;false;false
2018;SUI;Denis Zakaria;DM;78;78;0;false;false
2018;SWE;Albin Ekdal;DM;78;78;0;false;false
2022;JPN;Maya Yoshida;CB;78;78;0;false;false
2022;JPN;Junya Itō;RW;78;78;0;false;false
2022;SRB;Luka Jović;ST;78;78;0;false;false
1998;BRA;Júnior Baiano;CB;77;77;0;false;false
1998;COL;Mauricio Serna;DM;77;77;0;false;false
1998;NED;Aron Winter;DM;77;77;0;false;false
2002;DEN;René Henriksen;CB;77;77;0;false;false
2002;KOR;Kim Nam-il;DM;77;77;0;false;false
2002;SEN;Aliou Cissé;DM;77;77;0;false;false
2002;USA;Eddie Pope;CB;77;77;0;false;false
2006;CIV;Abdoulaye Méïté;CB;77;77;0;false;false
2006;CIV;Bonaventure Kalou;AM;77;77;0;false;false
2006;CIV;Arouna Koné;ST;77;77;0;false;false
2006;ECU;Giovanny Espinoza;CB;77;77;0;false;false
2006;GER;Jens Nowotny;CB;77;77;0;false;false
2006;UKR;Maksym Kalynychenko;LM;77;77;0;false;false
2010;GHA;Kwadwo Asamoah;CM;77;77;0;false;false
2010;GRE;Sotirios Kyrgiakos;CB;77;77;0;false;false
2010;GRE;Theofanis Gekas;ST;77;77;0;false;false
2010;PAR;Julio César Cáceres;CB;77;77;0;false;false
2010;POR;Paulo Ferreira;RB;77;77;0;false;false
2010;POR;Miguel Veloso;DM;77;77;0;false;false
2010;POR;Hugo Almeida;ST;77;77;0;false;false
2014;BRA;Fred Guedes;ST;77;77;0;false;false
2014;NED;Jonathan de Guzmán;CM;77;77;0;false;false
2014;NGA;Kenneth Omeruo;CB;77;77;0;false;false
2014;SUI;Josip Drmić;ST;77;77;0;false;false
2018;COL;Mateus Uribe;CM;77;77;0;false;false
2018;SUI;Breel Embolo;ST;77;77;0;false;false
2018;SWE;Sebastian Larsson;CM;77;77;0;false;false
1990;ARG;Julio Olarticoechea;LB;76;76;0;false;false
1990;ARG;Gabriel Calderón;AM;76;76;0;false;false
1990;ENG;Paul Parker;RB;76;76;0;false;false
1990;ENG;Mark Wright;CB;76;76;0;false;false
1990;ITA;Gianluca Pagliuca;GK;76;76;0;false;false
1990;TCH;Jiří Němec;CM;76;76;0;false;false
1994;BRA;Paulo Sérgio;LW;76;76;0;false;false
1994;BRA;Müller;ST;76;76;0;false;false
1994;BUL;Petar Hubchev;CB;76;76;0;false;false
1994;BUL;Daniel Borimirov;CM;76;76;0;false;false
1994;ITA;Mauro Tassotti;RB;76;76;0;false;false
1994;MEX;Marcelino Bernal;CM;76;76;0;false;false
1994;NGA;Uche Okechukwu;CB;76;76;0;false;false
1994;ROU;Florin Prunea;GK;76;76;0;false;false
1994;ROU;Tibor Selymes;LB;76;76;0;false;false
1998;ARG;Germán Burgos;GK;76;76;0;false;false
1998;ARG;Leonardo Astrada;DM;76;76;0;false;false
1998;ARG;Marcelo Delgado;ST;76;76;0;false;false
1998;COL;Antony de Ávila;ST;76;76;0;false;false
1998;GER;Michael Tarnat;LB;76;76;0;false;false
1998;ITA;Moreno Torricelli;RB;76;76;0;false;false
1998;NED;Ed de Goey;GK;76;76;0;false;false
1998;NGA;Mutiu Adepoju;DM;76;76;0;false;false
1998;YUG;Goran Đorović;CB;76;76;0;false;false
1998;YUG;Slobodan Komljenović;CB;76;76;0;false;false
1998;YUG;Nisa Saveljić;CB;76;76;0;false;false
1998;YUG;Branko Brnović;CM;76;76;0;false;false
1998;YUG;Ognjenović;RW;76;76;0;false;false
2002;ARG;Germán Burgos;GK;76;76;0;false;false
2002;GER;Marco Bode;LM;76;76;0;false;false
2002;JPN;Naoki Matsuda;CB;76;76;0;false;false
2002;KOR;Choi Jin-cheul;CB;76;76;0;false;false
2002;KOR;Hwang Sun-hong;ST;76;76;0;false;false
2002;POR;Ricardo;GK;76;76;0;false;false
2002;POR;Jorge Andrade;CB;76;76;0;false;false
2002;SEN;Salif Diao;DM;76;76;0;false;false
2002;TUR;Muzzy Izzet;CM;76;76;0;false;false
2002;TUR;Ümit Davala;RM;76;76;0;false;false
2002;USA;Earnie Stewart;CM;76;76;0;false;false
2006;BRA;Gilberto;LB;76;76;0;false;false
2006;BRA;Mineiro;DM;76;76;0;false;false
2006;FRA;Alou Diarra;DM;76;76;0;false;false
2006;FRA;Mickaël Landreau;GK;76;76;0;false;false
2006;UKR;Andriy Vorobey;RW;76;76;0;false;false
2010;GHA;Anthony Annan;DM;76;76;0;false;false
2010;GHA;Stephen Appiah;CM;76;76;0;false;false
2010;GHA;André Ayew;LW;76;76;0;false;false
2010;MEX;Héctor Moreno;CB;76;76;0;false;false
2010;MEX;Pablo Barrera;RW;76;76;0;false;false
2010;PAR;Édgar Barreto;RM;76;76;0;false;false
2010;POR;Rolando;CB;76;76;0;false;false
2010;POR;Liédson;ST;76;76;0;false;false
2014;CRC;Christian Bolaños;RM;76;76;0;false;false
2014;GRE;José Holebas;LB;76;76;0;false;false
2014;GRE;Giannis Maniatis;DM;76;76;0;false;false
2014;GRE;Panagiotis Kone;CM;76;76;0;false;false
2014;GRE;Dimitris Salpingidis;RW;76;76;0;false;false
2014;SUI;Johan Djourou;CB;76;76;0;false;false
2014;SUI;Blerim Džemaili;CM;76;76;0;false;false
2014;SUI;Admir Mehmedi;LW;76;76;0;false;false
2018;ARG;Cristian Ansaldi;RB;76;76;0;false;false
2018;ARG;Federico Fazio;CB;76;76;0;false;false
2018;BRA;Fágner;RB;76;76;0;false;false
2018;EGY;Ahmed Elmohamady;RB;76;76;0;false;false
2018;SUI;Valon Behrami;DM;76;76;0;false;false
2018;SWE;Martin Olsson;LB;76;76;0;false;false
2022;CRO;Domagoj Vida;CB;76;76;0;false;false
2022;ECU;José Cifuentes;CM;76;76;0;false;false
2022;ECU;Carlos Gruezo;DM;76;76;0;false;false
2022;FRA;Axel Disasi;CB;76;76;0;false;false
2022;FRA;Youssouf Fofana;DM;76;76;0;false;false
2022;POR;Gonçalo Ramos;ST;76;76;0;false;false
2022;SRB;Andrija Živković;RW;76;76;0;false;false
1994;COL;Luis Fernando Herrera;RB;75;75;0;false;false
1998;ARG;Sergio Berti;RW;75;75;0;false;false
1998;COL;H. Lozano;RB;75;75;0;false;false
1998;COL;Hamilton Ricard;ST;75;75;0;false;false
1998;GER;Jörg Heinrich;LB;75;75;0;false;false
1998;GER;Olaf Marschall;ST;75;75;0;false;false
1998;YUG;Petrović;RB;75;75;0;false;false
2002;TUR;Hakan Ünsal;LB;75;75;0;false;false
2002;USA;Pablo Mastroeni;DM;75;75;0;false;false
2006;SWE;Mattias Jonson;RM;75;75;0;false;false
2010;POR;Pedro Mendes;DM;75;75;0;false;false
2014;BEL;Adnan Januzaj;RW;75;75;0;false;false
2014;CHI;Fabián Orellana;RW;75;75;0;false;false
2014;FRA;Rio Mavuba;CM;75;75;0;false;false
2014;GRE;Lazaros Christodoulopoulos;AM;75;75;0;false;false
2014;GRE;Theofanis Gekas;ST;75;75;0;false;false
2014;NED;Jordy Clasie;DM;75;75;0;false;false
2018;KOR;Lee Jae-sung;AM;75;75;0;false;false
2018;SWE;Jimmy Durmaz;RM;75;75;0;false;false
2022;MAR;Zakaria Aboukhlal;RW;75;75;0;false;false
2022;SRB;Filip Đuričić;AM;75;75;0;false;false
1990;ENG;Steve McMahon;CM;74;74;0;false;false
1990;GER;Hans Pflügler;LB;74;74;0;false;false
1990;ROU;Michael Klein;LB;74;74;0;false;false
1994;ARG;José Basualdo;CM;74;74;0;false;false
1994;BRA;Viola;ST;74;74;0;false;false
1994;BUL;Iliyan Kiryakov;RB;74;74;0;false;false
1994;ITA;Luigi Apolloni;RB;74;74;0;false;false
1994;MEX;Joaquín del Olmo;CM;74;74;0;false;false
1994;NGA;Thompson Oliha;DM;74;74;0;false;false
1994;ROU;Constantin Gâlcă;CM;74;74;0;false;false
1994;USA;Brad Friedel;GK;74;74;0;false;false
1994;USA;Hugo Perez;AM;74;74;0;false;false
1998;FRA;Stéphane Guivarc'h;ST;74;74;0;false;false
1998;FRA;Bernard Diomède;LW;74;74;0;false;false
1998;NED;André Ooijer;CB;74;74;0;false;false
1998;NGA;Augustine Eguavoen;RB;74;74;0;false;false
1998;PAR;Rivarola;CB;74;74;0;false;false
1998;PAR;Sarabia;CB;74;74;0;false;false
1998;YUG;Dejan Govedarica;LM;74;74;0;false;false
1998;YUG;Stević;DM;74;74;0;false;false
2002;DEN;Jan Heintze;LB;74;74;0;false;false
2002;JPN;Hiroaki Morishima;AM;74;74;0;false;false
2002;SEN;Omar Daf;RB;74;74;0;false;false
2002;SEN;Ferdinand Coly;RB;74;74;0;false;false
2002;USA;Frankie Hejduk;RB;74;74;0;false;false
2002;USA;Gregg Berhalter;CB;74;74;0;false;false
2002;USA;Tony Sanneh;RB;74;74;0;false;false
2006;CIV;Kanga Akalé;RM;74;74;0;false;false
2006;NED;Maarten Stekelenburg;GK;74;74;0;false;false
2006;SUI;Philipp Degen;RB;74;74;0;false;false
2006;UKR;Artem Milevskyi;ST;74;74;0;false;false
2010;ARG;Javier Pastore;AM;74;74;0;false;false
2010;CHI;Rodrigo Millar;CM;74;74;0;false;false
2010;ENG;Matthew Upson;CB;74;74;0;false;false
2010;ENG;Emile Heskey;ST;74;74;0;false;false
2010;GER;Tim Wiese;GK;74;74;0;false;false
2010;GER;Dennis Aogo;LB;74;74;0;false;false
2010;GHA;Richard Kingson;GK;74;74;0;false;false
2010;JPN;Yasuyuki Konno;CB;74;74;0;false;false
2010;MEX;Óscar Pérez;GK;74;74;0;false;false
2010;PAR;Carlos Bonet;RB;74;74;0;false;false
2010;URU;Sebastián Eguren;DM;74;74;0;false;false
2014;CHI;Francisco Silva;DM;74;74;0;false;false
2014;COL;Víctor Ibarbo;LW;74;74;0;false;false
2014;CRC;Cristian Gamboa;RB;74;74;0;false;false
2014;GER;Shkodran Mustafi;CB;74;74;0;false;false
2014;SUI;Reto Ziegler;LB;74;74;0;false;false
2014;URU;Sebastián Coates;CB;74;74;0;false;false
2018;BEL;Simon Mignolet;GK;74;74;0;false;false
2018;CRO;Tin Jedvaj;CB;74;74;0;false;false
2018;CRO;Marko Pjaca;LW;74;74;0;false;false
2018;SWE;Gustav Svensson;DM;74;74;0;false;false
2022;ECU;Ángel Mena;RW;74;74;0;false;false
2022;JPN;Hiroki Sakai;RB;74;74;0;false;false
2022;MAR;Selim Amallah;CM;74;74;0;false;false
2022;POR;António Silva;CB;74;74;0;false;false
2022;SEN;Pape Gueye;CM;74;74;0;false;false
1998;ITA;Francesco Moriero;RW;73;73;0;false;false
1998;NED;Winston Bogarde;CB;73;73;0;false;false
1998;NGA;Mobi Oparaku;RB;73;73;0;false;false
2002;KOR;Choi Sung-yong;RB;73;73;0;false;false
2002;SEN;Pape Sarr;DM;73;73;0;false;false
2006;ECU;Félix Borja;ST;73;73;0;false;false
2006;SWE;Karl Svensson;CB;73;73;0;false;false
2010;CHI;Gonzalo Fierro;RM;73;73;0;false;false
2010;JPN;Junichi Inamoto;DM;73;73;0;false;false
2010;JPN;Keiji Tamada;ST;73;73;0;false;false
2010;MEX;Paul Aguilar;RB;73;73;0;false;false
2010;MEX;Alberto Medina;LM;73;73;0;false;false
2010;NED;Stijn Schaars;CM;73;73;0;false;false
2018;SWE;Emil Krafth;RB;73;73;0;false;false
2022;AUS;Aziz Behich;LB;73;73;0;false;false
2022;JPN;Miki Yamane;RB;73;73;0;false;false
2022;JPN;Shōgo Taniguchi;CB;73;73;0;false;false
2022;MAR;Ilias Chair;AM;73;73;0;false;false
1990;CMR;Jules Onana;CB;72;72;0;false;false
1990;ENG;Chris Woods;GK;72;72;0;false;false
1990;ENG;Tony Dorigo;LB;72;72;0;false;false
1990;ENG;Steve Hodge;LM;72;72;0;false;false
1998;BRA;Zé Carlos;RB;72;72;0;false;false
1998;COL;Moreno;RB;72;72;0;false;false
1998;CRO;Ardian Kozniku;LW;72;72;0;false;false
1998;NGA;Okafor;CB;72;72;0;false;false
1998;NGA;Ben Iroha;LB;72;72;0;false;false
1998;PAR;R. Rojas;CB;72;72;0;false;false
1998;PAR;Yegros;AM;72;72;0;false;false
1998;YUG;Dragoje Leković;GK;72;72;0;false;false
2002;ESP;Curro Torres;RB;72;72;0;false;false
2006;UKR;Oleksiy Bielik;ST;72;72;0;false;false
2010;CHI;Ismael Fuentes;CB;72;72;0;false;false
2010;GHA;Derek Boateng;DM;72;72;0;false;false
2010;NED;Edson Braafheid;LB;72;72;0;false;false
2010;POR;Rúben Amorim;CM;72;72;0;false;false
2014;CRC;Roy Miller;LB;72;72;0;false;false
2014;CRC;Michael Barrantes;LM;72;72;0;false;false
2014;FRA;Mickaël Landreau;GK;72;72;0;false;false
2014;NGA;Michael Babatunde;RM;72;72;0;false;false
2018;JPN;Naomichi Ueda;CB;72;72;0;false;false
2018;MAR;Khalid Boutaïb;ST;72;72;0;false;false
2018;SWE;Karl-Johan Johnsson;GK;72;72;0;false;false
2022;AUS;Bailey Wright;CM;72;72;0;false;false
2022;JPN;Ayase Ueda;ST;72;72;0;false;false
2022;KOR;Jeong Woo-yeong;AM;72;72;0;false;false
1998;NGA;Godwin Okpara;CB;71;71;0;false;false
1998;PAR;Enciso;DM;71;71;0;false;false
1998;PAR;Brizuela;ST;71;71;0;false;false
2006;AUS;Joshua Kennedy;ST;71;71;0;false;false
2010;GHA;Isaac Vorsah;CB;71;71;0;false;false
2010;JPN;Takayuki Morimoto;ST;71;71;0;false;false
1990;CMR;Jacques Songo'o;GK;70;70;0;false;false
1990;ENG;Steve Bull;ST;70;70;0;false;false
1994;BUL;Plamen Nikolov;GK;70;70;0;false;false
1994;GER;Martin Wagner;LB;70;70;0;false;false
1994;ITA;Luca Bucci;GK;70;70;0;false;false
1998;BRA;Carlos Germano;GK;70;70;0;false;false
1998;BRA;Doriva;DM;70;70;0;false;false
1998;COL;A. Estrada;AM;70;70;0;false;false
1998;COL;Léider Preciado;LW;70;70;0;false;false
1998;CRO;Tomislav Krpan;ST;70;70;0;false;false
1998;FRA;Lionel Charbonnier;GK;70;70;0;false;false
1998;NED;Ruud Hesp;GK;70;70;0;false;false
1998;PAR;J. Campos;AM;70;70;0;false;false
1998;PAR;A. Rojas;ST;70;70;0;false;false
2002;ESP;Enrique Romero;LB;70;70;0;false;false
2002;TUR;Ömer Çatkıç;GK;70;70;0;false;false
2006;ITA;Marco Amelia;GK;70;70;0;false;false
2006;SWE;Rami Shaaban;GK;70;70;0;false;false
2010;GHA;Prince Tagoe;ST;70;70;0;false;false
2010;GHA;Matthew Amoah;ST;70;70;0;false;false
2010;PAR;Aldo Bobadilla;GK;70;70;0;false;false
2014;CRC;Diego Calvo;LM;70;70;0;false;false
2014;CRC;José Miguel Cubero;CM;70;70;0;false;false
2018;KOR;Jung Seung-hyun;CB;70;70;0;false;false
2018;KOR;Lee Seung-woo;AM;70;70;0;false;false
2022;KOR;Yoon Jong-gyu;RB;70;70;0;false;false
2022;MAR;Munir;GK;70;70;0;false;false
2022;MAR;Badr Benoun;CB;70;70;0;false;false
2022;MAR;Yahya Jabrane;DM;70;70;0;false;false
1998;PAR;C. Ramírez;ST;69;69;0;false;false
1990;BRA;Zé Carlos;GK;68;68;0;false;false
1990;CMR;Thomas Libiih;CB;68;68;0;false;false
1998;ITA;Sandro Cois;CM;68;68;0;false;false
1998;NGA;Abiodun Baruwa;GK;68;68;0;false;false
1998;PAR;Aguilera;CB;68;68;0;false;false
1998;PAR;Morales;AM;68;68;0;false;false
2006;SWE;John Alvbåge;GK;68;68;0;false;false
2010;NED;Sander Boschker;GK;68;68;0;false;false
2010;PAR;Rodolfo Gamarra;AM;68;68;0;false;false
2014;CRC;Óscar Granados;CM;68;68;0;false;false
2022;JPN;Eiji Kawashima;GK;68;68;0;false;false
1998;PAR;Rubén Aceval;GK;67;67;0;false;false
1998;PAR;Ruiz Díaz;GK;67;67;0;false;false
1990;ARG;Fabián Cancelarich;GK;66;66;0;false;false
1994;USA;Mike Lapper;CB;66;66;0;false;false
2014;GHA;Stephen Adams;GK;66;66;0;false;false
2010;GHA;Stephen Ahorlu;GK;64;64;0;false;false
2002;BRA;Ronaldo;ST;98;97;-1;true;true
2018;ESP;Sergio Ramos;CB;92;91;-1;true;true
1998;CRO;Davor Šuker;ST;91;90;-1;true;true
2002;BRA;Ronaldinho;AM;91;90;-1;true;true
2018;BEL;Thibaut Courtois;GK;90;89;-1;true;false
2022;FRA;Antoine Griezmann;AM;90;89;-1;true;false
2010;ENG;Wayne Rooney;ST;89;88;-1;false;true
2014;CIV;Yaya Touré;CM;89;88;-1;false;false
2018;URU;Luis Suárez;ST;89;88;-1;false;true
2022;ARG;Emiliano Martínez;GK;89;88;-1;false;false
1994;ITA;Franco Baresi;CB;88;87;-1;false;true
2014;ARG;Sergio Agüero;ST;88;87;-1;false;false
2014;BEL;Eden Hazard;LW;88;87;-1;false;true
2014;NED;Robin van Persie;ST;88;87;-1;false;true
2010;GER;Philipp Lahm;RB;87;86;-1;false;true
2018;ESP;Isco;AM;87;86;-1;false;false
2018;URU;Diego Godín;CB;87;86;-1;false;true
2022;POR;Cristiano Ronaldo;ST;87;86;-1;false;true
2006;NED;Edwin van der Sar;GK;86;85;-1;false;true
2018;ARG;Paulo Dybala;AM;86;85;-1;false;false
2018;BEL;Romelu Lukaku;ST;86;85;-1;false;false
2022;BRA;Thiago Silva;CB;86;85;-1;false;false
2022;SRB;Sergej Milinković-Savić;CM;86;85;-1;false;false
2002;TUR;Rüştü Reçber;GK;85;84;-1;false;false
2006;ENG;Michael Owen;ST;85;84;-1;false;false
2006;ITA;Alessandro Del Piero;ST;85;84;-1;false;true
2010;ESP;Cesc Fàbregas;CM;85;84;-1;false;false
2014;ARG;Gonzalo Higuaín;ST;85;84;-1;false;false
2018;CRO;Ivan Perišić;LW;85;84;-1;false;false
2018;ENG;Raheem Sterling;RW;85;84;-1;false;false
2018;POR;Rui Patrício;GK;85;84;-1;false;false
2018;POR;Pepe;CB;85;84;-1;false;false
2018;POR;Bernardo Silva;RW;85;84;-1;false;false
2022;ARG;Julián Álvarez;ST;85;84;-1;false;false
2022;POR;João Cancelo;RB;85;84;-1;false;false
1994;BRA;Cláudio Taffarel;GK;84;83;-1;false;false
2006;BRA;Juan;CB;84;83;-1;false;false
2006;FRA;David Trezeguet;ST;84;83;-1;false;false
2006;ITA;Luca Toni;ST;84;83;-1;false;false
2010;ESP;Fernando Torres;ST;84;83;-1;false;false
2010;NED;Mark van Bommel;DM;84;83;-1;false;false
2010;URU;Diego Godín;CB;84;83;-1;false;false
2014;BEL;Jan Vertonghen;CB;84;83;-1;false;false
2014;COL;David Ospina;GK;84;83;-1;false;false
2018;BEL;Dries Mertens;RW;84;83;-1;false;false
2018;ESP;César Azpilicueta;RB;84;83;-1;false;false
2018;ESP;Koke;CM;84;83;-1;false;false
2018;SUI;Granit Xhaka;CM;84;83;-1;false;false
2022;SRB;Dušan Tadić;AM;84;83;-1;false;false
1994;SWE;Martin Dahlin;ST;83;82;-1;false;false
2002;ITA;Filippo Inzaghi;ST;83;82;-1;false;false
2002;USA;Brad Friedel;GK;83;82;-1;false;false
2006;ARG;Juan Pablo Sorín;LB;83;82;-1;false;false
2006;AUS;Mark Viduka;ST;83;82;-1;false;false
